experiment;cluster_rmse;cluster_count;cluster_r2;cluster_mape;cluster_mape0;case_rmse;case_count;case_r2;case_mape;case_mape0;case_top_decile_accuracy;case_top_decile_f1;case_top_decile_precision;case_top_decile_recall;case_bottom_decile_accuracy;case_bottom_decile_f1;case_bottom_decile_precision;case_bottom_decile_recall;dataset;clustering_parameter_type;clustering_parameter;clustering_method;model_type;prediction_activity;target_activity
AHOT_native_138_rho;24.00925816765132;354.0;-1.3412827392872582;0.7596181183746848;0.7596181183746848;23.75383512868553;171458.0;-0.12115662758306578;2.63892934199652;2.63892934199652;0.4981394087666639;0.09664625255176436;0.09664625255176436;0.09664625255176436;0.5025786456596757;0.10463692038495187;0.10463692038495187;0.10463692038495187;bpic2019;cluster_size;138;native;AHOT;Vendor creates invoice;Record Invoice Receipt
AHOT_native_139_rho;23.91437454666181;354.0;-1.3228139952879443;0.7574960810146619;0.7574960810146619;23.756506687993873;171458.0;-0.12140883147715242;2.6386714903034387;2.6386714903034387;0.5011529053436721;0.1020705745115194;0.1020705745115194;0.1020705745115194;0.5038747732196792;0.10696996208807233;0.10696996208807233;0.10696996208807233;bpic2019;cluster_size;139;native;AHOT;Vendor creates invoice;Record Invoice Receipt
AHOT_native_13_rho;18.642173831954292;1629.0;-0.830171205102427;0.7796040770263595;0.7796040770263595;23.32578585812041;171458.0;-0.0811137266942874;2.4986653272124224;2.4986653272124224;0.5019953882576742;0.10358705161854767;0.10358705161854767;0.10358705161854767;0.5059161741266847;0.11064450277048704;0.11064450277048704;0.11064450277048704;bpic2019;cluster_size;13;native;AHOT;Vendor creates invoice;Record Invoice Receipt
AHOT_native_140_rho;23.975163810924105;354.0;-1.3346379815918463;0.7646207662349203;0.7646207662349203;23.768726703402272;171458.0;-0.12256280229100945;2.63660712054072;2.63660712054072;0.4997919714056683;0.09962088072324292;0.09962088072324292;0.09962088072324292;0.5023518233366752;0.1042286380869058;0.1042286380869058;0.1042286380869058;bpic2019;cluster_size;140;native;AHOT;Vendor creates invoice;Record Invoice Receipt
AHOT_native_141_rho;24.10690830031128;354.0;-1.3603663362851526;0.7718514102599603;0.7718514102599603;23.7720249732558;171458.0;-0.1228743689967602;2.6391144821157675;2.6391144821157675;0.500796470264671;0.10142898804316126;0.10142898804316128;0.10142898804316128;0.5076983495216894;0.11385243511227765;0.11385243511227765;0.11385243511227765;bpic2019;cluster_size;141;native;AHOT;Vendor creates invoice;Record Invoice Receipt
AHOT_native_142_rho;23.906544477419573;354.0;-1.3212931679837436;0.7540649158932007;0.7540649158932007;23.74799971964912;171458.0;-0.12060584461511906;2.6410176267911343;2.6410176267911343;0.5005048415636703;0.10090405365995918;0.10090405365995918;0.10090405365995918;0.5064022219616859;0.11151939340915716;0.1115193934091572;0.1115193934091572;bpic2019;cluster_size;142;native;AHOT;Vendor creates invoice;Record Invoice Receipt
AHOT_native_143_rho;23.950745486573787;354.0;-1.3298848197716429;0.7560055968376957;0.7560055968376957;23.736157325384266;171458.0;-0.1194885002028916;2.642639127088544;2.642639127088544;0.499273520381667;0.09868766404199476;0.09868766404199476;0.09868766404199476;0.506791060229687;0.11221930592009333;0.11221930592009333;0.11221930592009333;bpic2019;cluster_size;143;native;AHOT;Vendor creates invoice;Record Invoice Receipt
AHOT_native_144_rho;24.037219898590607;354.0;-1.3467393376824814;0.7684006040892997;0.7684006040892997;23.75434602297809;171458.0;-0.12120485547374282;2.635021580424296;2.635021580424296;0.4995975522716678;0.09927092446777486;0.09927092446777486;0.09927092446777486;0.5051384975906825;0.10924467774861477;0.10924467774861477;0.10924467774861477;bpic2019;cluster_size;144;native;AHOT;Vendor creates invoice;Record Invoice Receipt
AHOT_native_145_rho;24.074775341230172;354.0;-1.3540780968036286;0.7661939275271179;0.7661939275271179;23.781105481444644;171458.0;-0.1237323705607678;2.6319914734354883;2.6319914734354883;0.5003104224296697;0.1005540974044911;0.1005540974044911;0.1005540974044911;0.5066290442846865;0.11192767570720327;0.11192767570720327;0.11192767570720327;bpic2019;cluster_size;145;native;AHOT;Vendor creates invoice;Record Invoice Receipt
AHOT_native_146_rho;23.999671948124572;354.0;-1.339413496221253;0.7583030948536242;0.7583030948536242;23.76122480266811;171458.0;-0.12185430613645852;2.6386392671088665;2.6386392671088665;0.4997271650276682;0.0995042286380869;0.0995042286380869;0.0995042286380869;0.5059485773156847;0.11070282881306502;0.11070282881306504;0.11070282881306504;bpic2019;cluster_size;146;native;AHOT;Vendor creates invoice;Record Invoice Receipt
